1	-0.01613181702
2	0.004404739038
3	0.01275402772
4	-0.02122297146
5	-0.0128201718
6	0.02244241552
7	0.02725742215
8	-0.01982227238
9	-0.04293372714
10	0.004986387464
11	0.02361010938
12	-0.009121117736
13	0.02482594541
14	0.01826322672
15	0.02857093675
16	-0.01549376418
17	0.004006725605
18	-0.06082381315
19	0.01761197308
20	0.02110957594
21	0.005789483545
22	-0.01681845358
23	0.01264351183
24	0.0311128419
25	-0.02441145995
26	0.00900790339
27	-0.01524324277
28	-0.02266281805
29	0.0132734186
30	-0.004165014834
