#nodes even  degree2 
0  0.25      0.25
1  1       0.55
2  1.35      0.95
3  1.53     1.1
4  1.6     1.2
5  1.62     1.23
6  1.7       1.3
7  1.8       1.32
8  1.85       1.35
9  1.75     1.37
