1	-0.0005092395815
2	-0.00009988730957
3	0.0003414663588
4	-0.0001418485504
5	0.00009920804357
6	-0.000573747411
7	0.0006681685298
8	0.000002457955428
9	0.00003162797584
10	-0.00001469416499
11	-0.00006387144584
12	0.0005658791404
13	-0.0001108381779
14	0.0002245450175
15	-0.0007928740843
16	-0.000955222365
17	-0.0001254208301
18	-0.0006927790699
19	0.0002845098209
20	-0.0002755840006
21	0.00006963588188
22	-0.00035591233
23	0.0003368082218
24	-0.0001187101936
25	0.0002164638899
26	0.0002759363163
27	0.0008124282645
28	0.0001222111358
29	0.0001552635448
30	0.0006240194167
